scientificName,decimalLatitude,decimalLongitude,date_year,depth,country,basisOfRecord,datasetName
Orcinus orca,58.689,-2.870833,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,55.260974,-131.018615,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,37.6738,-25.4105,2019.0,0.0,,HumanObservation,MONICET
Orcinus orca,48.8802,-123.2942,2016.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,67.95,14.3,2001.0,,,HumanObservation,
Orcinus orca,36.7515,-121.8467,2014.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.45,16.78,2001.0,,,HumanObservation,
Orcinus orca,56.758333,-6.5,2003.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,47.380909,-122.628933,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,55.288237,-131.560025,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,22.796057,-110.226166,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,10.6667,-66.917,1989.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,58.280063,-134.686868,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.8716,-63.1632,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.37,3.3,1999.0,,,HumanObservation,
Orcinus orca,-45.93,-67.330002,2003.0,,Argentina,HumanObservation,
Orcinus orca,67.38,11.65,2012.0,,,HumanObservation,
Orcinus orca,57.270455,-133.852701,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,33.521767,-117.86097,2016.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.3668,-1.881217,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,50.451389,-126.049167,2016.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.766843,-123.080864,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.1175,-2.823,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,61.4018,-1.4515,1996.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,48.325427,-123.446503,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.645068,-3.07062,2024.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-38.8,77.5,2015.0,242.5384615,,HumanObservation,
Orcinus orca,62.82,5.13,1988.0,,,HumanObservation,
Orcinus orca,58.25,-5.5,1991.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,23.93299,-109.568281,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.706833,-0.9585,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.83,-133.84,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.376025,-134.778447,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.288167,-3.289833,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,62.8,5.72,2006.0,,,HumanObservation,
Orcinus orca,40.53,-129.12,1997.0,,,HumanObservation,"SWFSC Marine Mammal Survey, SWAPS 1997, Cruise 1607"
Orcinus orca,-37.834,148.695,1999.0,,Australia,HumanObservation,
Orcinus orca,64.05,-0.22,2014.0,,,HumanObservation,
Orcinus orca,-64.6,-62.7,2016.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,59.084202,-1.29365,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,65.08,-1.45,2014.0,,,HumanObservation,
Orcinus orca,59.909416,-149.421961,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.25,16.13,1995.0,,,HumanObservation,
Orcinus orca,68.4,9.12,2002.0,,,HumanObservation,
Orcinus orca,-58.781,-47.628,2024.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,38.750335,-9.571838,2022.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,68.030369,13.466418,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,-64.666408,-62.86869,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,44.68082,-66.56001,1999.0,,,HumanObservation,Visual sightings from Song of the Whale 1993-2013
Orcinus orca,-35.93,137.62,1991.0,,Australia,PreservedSpecimen,
Orcinus orca,33.596176,-118.3255,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,62.15,2.6,2014.0,,,HumanObservation,
Orcinus orca,61.58,2.88,2013.0,,,HumanObservation,
Orcinus orca,54.627828,-4.84651,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.987834,-154.099869,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.058,-166.571,2010.0,,,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey
Orcinus orca,-54.5219,158.95,1995.0,,Australia,HumanObservation,
Orcinus orca,56.671467,-6.256117,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.303517,-134.713902,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-49.419998,-75.5,1978.0,,Chile,HumanObservation,
Orcinus orca,59.532925,-151.6436,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.2557,-3.3952,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.43,3.17,2005.0,,,HumanObservation,
Orcinus orca,57.745019,-133.722839,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.445125,-133.760445,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,22.91982,-109.755886,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.633333,-6.583333,1998.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,-43.5,148.0,2014.0,382.0,,HumanObservation,
Orcinus orca,58.375535,-134.872913,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.441833,-6.989833,2003.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,58.6439,-3.0274,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,32.666167,-117.284546,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-37.8305,148.6268,1992.0,,Australia,HumanObservation,
Orcinus orca,58.01324,-135.60096,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.317132,-134.706663,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.143767,-0.828233,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,69.976205,21.712649,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,13.085781,144.384931,1993.0,,,HumanObservation,MIRC NAVFAC Incidental Sightings - Vessel 1965-2014
Orcinus orca,48.8606,-123.3178,2019.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,55.0868,-164.5865,1999.0,,,HumanObservation,NMML Bering Sea Cetacean Survey 1999
Orcinus orca,58.479785,-135.049095,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,9.6333,-79.867,2010.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,36.39713333,-24.5027,2010.0,,Portugal,HumanObservation,
Orcinus orca,-44.0,147.5,2015.0,458.5,,HumanObservation,
Orcinus orca,47.8,-124.89,1990.0,,,HumanObservation,"MMS Marine Mammal Survey, PNW 1989-1990"
Orcinus orca,57.5392,-172.7395,1999.0,,,HumanObservation,NMML Bering Sea Cetacean Survey 1999
Orcinus orca,59.777947,-149.57787,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.5365,-1.332,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.33,14.73,1980.0,,,HumanObservation,
Orcinus orca,58.84365,-2.9702,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.668683,-3.158267,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.6799,-2.937767,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,24.124399,-109.889858,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-37.7839,149.4887,1987.0,,Australia,HumanObservation,
Orcinus orca,60.102878,-149.419308,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.436267,-0.784067,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,55.187703,-131.189637,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.80586,-121.886585,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.354977,-134.740744,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,64.792199,10.808015,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,-62.833,97.217,1970.0,,Antarctica,HumanObservation,
Orcinus orca,60.147833,-1.446,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.629907,-149.616228,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.308667,-1.681,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.308483,-3.209017,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.68,-135.1,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.379767,-2.357683,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,72.43,8.3,2011.0,,,HumanObservation,
Orcinus orca,-64.706,-62.982,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.58,4.5,1989.0,,,HumanObservation,
Orcinus orca,-64.727152,-63.032947,2016.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.761962,-121.868635,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-36.0,135.6,2011.0,567.0,,HumanObservation,
Orcinus orca,-54.6301,158.8994,1993.0,,Australia,HumanObservation,
Orcinus orca,44.401657,-66.711528,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,65.025876,-23.852262,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,36.8009,-121.928294,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,15.1999998092651,-17.5200004577637,1970.0,,,Occurrence,
Orcinus orca,69.5,14.55,2005.0,,,HumanObservation,
Orcinus orca,70.97,22.27,1983.0,,,HumanObservation,
Orcinus orca,60.128833,-1.151833,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,47.38602,-122.369851,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.081797,-149.430072,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.448667,-1.2955,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,71.38,24.72,1987.0,,,HumanObservation,
Orcinus orca,58.34726,-134.729573,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.362667,-123.72374,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.70985,-63.029167,2023.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.8,-122.0,2016.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.143497,-135.472944,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,67.198,-23.9549,2023.0,,,HumanObservation,Happywhale - Killer whale in Arctic Ocean
Orcinus orca,57.1,-134.0,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,75.35,43.5,1993.0,,,HumanObservation,
Orcinus orca,54.180833,-4.75065,2001.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.459167,-1.050167,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.9667,59.9333,1984.0,,Antarctica,HumanObservation,
Orcinus orca,55.5853,-164.0142,2000.0,,,HumanObservation,NMML Bering Sea Cetacean Survey 2000
Orcinus orca,36.790178,-121.988977,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-60.863053,-55.968904,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.239684,-135.63961,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,52.1769,-4.4633,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.51145,-1.657383,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,55.42136,-131.787308,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,67.28,13.02,2009.0,,,HumanObservation,
Orcinus orca,37.6992,-25.7073,2013.0,0.0,,HumanObservation,MONICET
Orcinus orca,68.08,12.55,1995.0,,,HumanObservation,
Orcinus orca,-64.72,-62.866667,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-54.717,158.8593,1995.0,,Australia,HumanObservation,
Orcinus orca,41.7833,-125.1833,1981.0,,,HumanObservation,MMS High Altitude Survey 1980-1983
Orcinus orca,-51.026514,-61.296833,2022.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,58.6606,-3.033733,2013.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,34.106341,-120.52323,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.763204,-152.377004,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,66.5862,-25.27193,2006.0,,,HumanObservation,Visual sightings from Song of the Whale 1993-2013
Orcinus orca,68.43,16.07,1998.0,,,HumanObservation,
Orcinus orca,58.24,-135.46,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.82,-132.9,2016.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.4475,-6.994167,2003.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,74.28,23.07,1996.0,,,HumanObservation,
Orcinus orca,58.92045,-2.670783,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.442755,-56.780117,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.470167,-1.505,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.53175,-6.944917,2013.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-67.4333,74.3833,1992.0,,Antarctica,HumanObservation,
Orcinus orca,-9.071333,-81.64333,2002.0,,,HumanObservation,Killer whales off Peru during IMARPE surveys (1995-2003)
Orcinus orca,58.497945,-134.930073,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-77.463681,165.030006,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,65.3,10.07,2003.0,,,HumanObservation,
Orcinus orca,58.378964,-134.752463,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.85283,-1.268,1996.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.35,-7.267,1986.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,53.846046,-54.316406,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,57.062905,-134.092545,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-65.08869,133.994,1996.0,0.0,Antarctica::text,HumanObservation,
Orcinus orca,54.087667,-4.772833,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.488592,-122.776145,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,75.42,16.9,1982.0,,,HumanObservation,
Orcinus orca,56.726,-6.2345,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-44.1,147.2,2016.0,461.5833333,,HumanObservation,
Orcinus orca,25.014604,-110.565033,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.525667,-1.2845,2014.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,44.53167,-124.62167,1990.0,,,HumanObservation,"MMS Marine Mammal Survey, PNW 1989-1990"
Orcinus orca,68.17,15.4,2003.0,,,HumanObservation,
Orcinus orca,58.18305,-7.10805,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.1888,14.9049,2006.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,59.515856,-151.546215,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.696167,-0.993167,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
