scientificName,decimalLatitude,decimalLongitude,date_year,depth,country,basisOfRecord,datasetName
Orcinus orca,70.38,15.6,2008.0,,,HumanObservation,
Orcinus orca,58.2693,-3.378917,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.15855,-6.7527,1992.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,-64.657867,-62.868478,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,54.5538,-166.9818,2008.0,,,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey
Orcinus orca,69.78,18.7,2015.0,,,HumanObservation,
Orcinus orca,-36.776748,-73.217222,2024.0,,,HumanObservation,Happywhale - Killer whale in South Pacific Ocean
Orcinus orca,60.345667,-1.154333,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.1,2.87,1995.0,,,HumanObservation,
Orcinus orca,57.910012,-133.46065,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-54.825513,-35.970246,2025.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,57.500667,-6.1375,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.266667,0.716667,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,69.02,13.97,2006.0,,,HumanObservation,
Orcinus orca,57.677793,-3.088008,2003.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.408672,-134.966547,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-45.049999,-65.599998,1994.0,,Argentina,HumanObservation,
Orcinus orca,71.2,24.22,1997.0,,,HumanObservation,
Orcinus orca,58.892033,-3.12985,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,53.62109,-12.23568,1996.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,60.621833,-1.002167,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.79798,-121.818488,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.8445,-1.2735,1991.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-38.858,143.511,2015.0,,Australia,HumanObservation,
Orcinus orca,36.810459,-121.94135,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.724463,-63.065909,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-64.789997,-62.71176,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,59.875667,-1.335667,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.958933,-123.567517,2018.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,71.6,16.65,2004.0,,,HumanObservation,
Orcinus orca,34.091806,-119.589972,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.15,15.32,1998.0,,,HumanObservation,
Orcinus orca,68.42,16.82,1995.0,,,HumanObservation,
Orcinus orca,69.93,30.98,2008.0,,,HumanObservation,
Orcinus orca,-64.22655,-61.190767,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.8383,-121.965,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.52,6.62,2004.0,,,HumanObservation,
Orcinus orca,70.6,16.55,2002.0,,,HumanObservation,
Orcinus orca,57.576256,-133.146415,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-42.511863,-63.598075,2022.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,60.0571,-147.98807,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,50.549985,-126.694312,2016.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.188983283826815,-4.736127657921517,2001.0,,GB,Occurrence,
Orcinus orca,-42.86,147.51,1997.0,,Australia,PreservedSpecimen,
Orcinus orca,48.614567,-123.091417,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,61.08,6.5,1993.0,,,HumanObservation,
Orcinus orca,67.38,1.82,2013.0,,,HumanObservation,
Orcinus orca,42.617,-70.667,1976.0,,,HumanObservation,BLM CETAP OPP Sightings
Orcinus orca,58.288233,-3.2963,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.156083,-1.1425,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-36.02,137.58,1993.0,,Australia,HumanObservation,
Orcinus orca,48.878733,-123.309417,2012.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,36.6942,-121.904,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.2,6.03,2015.0,,,HumanObservation,
Orcinus orca,58.17,-134.33,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.9847,-1.219267,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,22.85645,-109.88204,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.516667,-1.766667,2001.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.0,3.02,2003.0,,,HumanObservation,
Orcinus orca,48.488513,-122.776153,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.58,-122.85,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,49.920475,-6.318701,2001.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.752787,-63.065485,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.3575,-134.875062,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.7855,-2.904383,2002.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,70.48,-1.27,2007.0,,,HumanObservation,
Orcinus orca,62.3302,0.4906,1997.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,59.71116,-149.519705,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.281833,-3.313333,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,50.374487,-125.677414,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.294888,-135.021071,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.409668,-134.882145,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.532283,-1.6079,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.487167,-1.782833,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.9,-60.8,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.815788,-136.484149,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.98822,166.0648,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,59.881833,-1.341833,2013.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.2498,-146.9223,2003.0,,,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003
Orcinus orca,60.326583,-1.168033,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,37.78626667,-30.11883333,2012.0,,Portugal,HumanObservation,
Orcinus orca,64.82,1.12,2014.0,,,HumanObservation,
Orcinus orca,58.473033,-134.859692,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.47,0.07,2010.0,,,HumanObservation,
Orcinus orca,48.674003,-123.156342,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,66.52,11.13,2008.0,,,HumanObservation,
Orcinus orca,38.52883,-9.661102,2022.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,-64.281023,-62.953612,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,69.3,14.4,2003.0,,,HumanObservation,
Orcinus orca,56.725317,-6.228267,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.6301,158.9002,1998.0,,Australia,HumanObservation,
Orcinus orca,50.146728,-5.07997,1978.0,,,HumanObservation,United Kingdom National Whale Stranding Database 1913-2008
Orcinus orca,36.8,-121.85,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,51.57,-10.2,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.167187,-1.442903,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.166,-7.166,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.329192,-134.799743,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.582167,-1.3095,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,70.92,31.3,1993.0,,,HumanObservation,
Orcinus orca,57.177247,-133.866682,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.06815,-1.211117,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.930092,-6.242357,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,24.000885,-109.520837,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,5.779208,80.430289,2023.0,,,HumanObservation,Happywhale - Killer whale in Indian Ocean
Orcinus orca,36.779388,-121.995417,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.52,3.65,2003.0,,,HumanObservation,
Orcinus orca,58.276,-134.994,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.858717,-123.318467,2005.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,61.6667,-63.3667,1977.0,,,HumanObservation,PIROP Northwest Atlantic 1965-1992
Orcinus orca,58.133333,-6.166667,1977.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,67.88,11.75,2005.0,,,HumanObservation,
Orcinus orca,44.461026,-66.557292,2021.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,60.8105,-0.870167,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-44.0,146.1,2011.0,514.25,,HumanObservation,
Orcinus orca,33.562701,-117.93636,2013.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.825611,-63.058498,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.239,-1.7025,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.897833,-123.335717,2013.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,37.376907,-122.876997,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,66.83,11.87,2006.0,,,HumanObservation,
Orcinus orca,56.833333,-6.2,2004.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,57.5543,-1.7968,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-52.422212,-59.055219,2020.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,22.78379,-109.884014,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.770082,-122.856751,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.42235,-134.832072,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.504667,-1.643643,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-66.9,142.9,2013.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-60.853283,-50.4474,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,66.98,10.75,2006.0,,,HumanObservation,
Orcinus orca,57.95391,-134.882162,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.3,-22.0,2012.0,,,Occurrence,DOME: Contaminants and biological effects of contaminants (including fish disease) in biota data
Orcinus orca,56.7893,-2.265667,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,55.00804,166.0417,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,58.532821,-136.013214,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-43.0,145.1,2015.0,463.7,,HumanObservation,
Orcinus orca,36.787403,-122.06197,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.33,23.58,2002.0,,,HumanObservation,
Orcinus orca,68.13,13.9,1980.0,,,HumanObservation,
Orcinus orca,-52.432521,-59.061851,2020.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,63.5,7.05,2001.0,,,HumanObservation,
Orcinus orca,64.946613,-23.91861,2023.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,-65.098195,-63.978882,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,56.9339,-7.3621,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.217902,-134.529553,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.553333,-6.8,2002.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,58.677833,-3.064133,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.639667,-3.022167,2014.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.110375,-134.011326,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.25,23.57,1993.0,,,HumanObservation,
Orcinus orca,-63.38,-56.815,2016.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,48.863933,-123.308233,2013.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,56.719,-6.259,2024.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.591272,-122.013397,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.42,16.0,1994.0,,,HumanObservation,
Orcinus orca,-62.996761,-60.546677,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,54.93382,166.1546,2008.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,50.46,-126.06,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.65,16.37,1994.0,,,HumanObservation,
Orcinus orca,32.601747,-17.056274,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,56.83515,-6.344367,2005.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-67.808718,-68.075133,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,34.054935,-119.676132,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,62.78,5.97,2002.0,,,HumanObservation,
Orcinus orca,68.95,9.87,2006.0,,,HumanObservation,
Orcinus orca,66.82,4.33,2014.0,,,HumanObservation,
Orcinus orca,60.494,-1.1625,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,35.92327,-5.678733,2011.0,,,HumanObservation,CIRCE Marine mammals off Spain 2001-2012
Orcinus orca,-65.0882,-63.967,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,62.28067,-1.66683,1997.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,58.757317,-3.075433,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,24.254301,-110.007496,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.059667,-5.810333,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,66.28,11.73,2012.0,,,HumanObservation,
Orcinus orca,-39.116088,173.943646,2019.0,,New Zealand,HumanObservation,iNaturalist research-grade observations
Orcinus orca,57.81084,-134.889708,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.674667,-3.0343,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,67.12,10.63,2003.0,,,HumanObservation,
Orcinus orca,22.864155,-109.893283,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.8555,-123.352,2019.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,58.434793,-134.90865,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.452333,-1.307167,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.582733,-1.3265,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.743667,-6.18825,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.122613,-3.622148,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.802628,-121.799923,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.479606,-134.871217,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.833333,-3.0,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,0.0483,-91.15,1993.0,,,HumanObservation,Marine mammal sightings off Galápagos
Orcinus orca,69.57,15.88,1999.0,,,HumanObservation,
Orcinus orca,-37.8,77.5,2016.0,127.1176471,,HumanObservation,
Orcinus orca,36.7323,-121.9413,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-67.22,65.46,1999.0,0.0,Antarctica::text,HumanObservation,
Orcinus orca,36.746358,-121.888837,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.930761,-123.088637,2009.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.552538,-55.824876,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,65.932297,-18.253352,2025.0,,,HumanObservation,Happywhale - Killer whale in Arctic Ocean
Orcinus orca,60.3121,-1.672117,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.502354,-135.195007,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.919,-1.192167,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,71.75,13.65,1987.0,,,HumanObservation,
Orcinus orca,18.5667,-64.933,1960.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,-54.5659,158.9256,1995.0,,Australia,HumanObservation,
Orcinus orca,58.2355,-7.067333,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.1,-149.4,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.033,21.033,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,51.3944,-55.4116,2016.0,,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea
Orcinus orca,57.273298,-133.65088,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.863788,-123.346376,2018.0,,Canada,HumanObservation,
Orcinus orca,-35.9,135.6,2012.0,517.875,,HumanObservation,
Orcinus orca,58.619267,-3.64685,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.483283,-1.173183,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.6172,-122.0075,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.32133,-133.071,1992.0,,,HumanObservation,"NMML Harbor Porpoise Vessel, SE Alaska, Fall 1992"
Orcinus orca,60.066333,-1.200167,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.710183,-3.1413,2014.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.95,-5.483,1986.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,67.88,10.73,1997.0,,,HumanObservation,
Orcinus orca,49.3283,-124.230852,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.6442,-3.0711,2024.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.633264,-149.60106,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.2,15.57,1999.0,,,HumanObservation,
Orcinus orca,48.851433,-123.35615,2006.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,48.611576,-122.758484,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.22,15.35,1997.0,,,HumanObservation,
Orcinus orca,-61.409167,-50.761944,2023.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,71.33,30.53,1991.0,,,HumanObservation,
Orcinus orca,60.7082,-1.002883,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.514486,-123.155386,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,39.626846,-9.107666,2024.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,56.607112,-6.450467,2024.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,70.085275,20.9729,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,60.834272,-147.620193,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.6303,-133.76956,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.826681,-149.416336,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.468302,-135.016068,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.729175,-122.03818,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.2357,15.2798,2006.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,73.75,13.75,2012.0,,,HumanObservation,
Orcinus orca,56.366397,-132.108021,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.97047,166.1036,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,-64.657134,-62.25769,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,69.38,15.77,2003.0,,,HumanObservation,
Orcinus orca,56.87,-9.75,1989.0,,,HumanObservation,
Orcinus orca,62.17,5.05,1984.0,,,HumanObservation,
Orcinus orca,-63.019905,-60.514069,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-38.2651,144.6846,1990.0,,Australia,HumanObservation,
Orcinus orca,10.72,-67.08,2007.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,48.879883,-123.310433,2011.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,-36.7,137.0,2011.0,458.0,,HumanObservation,
Orcinus orca,48.233571,-123.557053,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-62.972697,-60.4533,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.412417,-134.96262,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,8.406706,-83.872238,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.959217,-3.271283,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-36.07,136.72,1993.0,,Australia,HumanObservation,
Orcinus orca,35.364486,-120.915656,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,73.17,16.4,1992.0,,,HumanObservation,
Orcinus orca,68.13,14.87,1998.0,,,HumanObservation,
Orcinus orca,55.479972,-132.032597,1996.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,63.95,0.8,2015.0,,,HumanObservation,
Orcinus orca,60.598,-0.861667,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.76289,-121.967749,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.213019,-60.020172,2023.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,56.446667,-6.976667,2004.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,57.013328,-135.468247,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.695367,-2.923417,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.17,10.0,2008.0,,,HumanObservation,
Orcinus orca,60.8,1.97,2004.0,,,HumanObservation,
Orcinus orca,69.75,19.1,1997.0,,,HumanObservation,
